id,original_language,overview,popularity,release_date,title,vote_average,vote_count
202575,en,"Thunder, an abandoned young cat seeking shelter from a storm, stumbles into the strangest house imaginable, owned by an old magician and inhabited by a dazzling array of automatons and gizmos. Not everyone welcomes the new addition to the troupe as Jack Rabbit and Maggie Mouse plot to evict Thunder. The situation gets worse when the magician lands in hospital and his scheming nephew sees his chance to cash in by selling the mansion. Our young hero is determined to earn his place and so he enlists the help of some wacky magician's assistants to protect his magical new home.",16.857,24-12-2013,The House of Magic,6.326,348
575094,en,"A young girl Abigail lives in a city whose borders were closed many years ago because of an epidemic of a mysterious disease. Abby's father was one of the sick - and he was taken when she was six years old. Going against the authorities to find his father, Abby learns that her city is actually full of magic. And she discovers in herself extraordinary magical abilities.",13.863,22-08-2019,Abigail,6.1,229
10546,en,"A murder victim is brought back to life by a mysterious crow. With the help of a beautiful woman, he exacts revenge on his killers – only to realize his enemy has discovered the one weakness that can destroy him forever.",14.354,29-08-1996,The Crow: City of Angels,5.528,539
1233413,en,"Trying to leave their troubled lives behind, twin brothers return to their hometown to start again, only to discover that an even greater evil is waiting to welcome them back.",13.834,16-04-2025,Sinners,0,0
75250,en,"Delilah Potts has always had her choice of men to work her ranch and fill her bed. But from the moment Clay Hewitt, a handsome drifter with a mysterious past, arrives at her door, Delilah knows that her life will never be the same. And when he spurns her affections, she unleashes a torrent of forbidden passions and deadly secrets that will prove to Clay that the only thing darker and more dangerous than the past he's escaping... is the one he's about to discover.",13.895,03-10-1997,The Locusts,5.6,18
1226281,tl,"Tami, with the help of her fubu photographer, Ken, sells sexy photos of herself. When she meets her fan, Gelo, who loves her as she is, she is torn whether to leave cosplaying or leave Gelo.",14.469,26-01-2024,Pantasya ni Tami,1,2
724475,en,"A blast from Ben's past returns to do double the damage on Team Tennyson and planet Earth itself, forcing Ben to go interstellar to save the day. Based on the 2016 reboot.",16.865,02-10-2020,Ben 10 vs. the Universe: The Movie,7.4,123
489245,en,"When Andrew Briggman—a young soldier in the US invasion of Afghanistan—witnesses other recruits killing innocent civilians under the direction of a sadistic Sergeant, he considers reporting them to higher-ups. However, the heavily-armed and increasingly-violent platoon becomes suspicious that someone in their ranks has turned on them, and Andrew begins to fear that he'll be the next target.",16.613,17-10-2019,The Kill Team,6.4,395
12105,en,"The wicked Blue Meanies take over Pepperland, eliminating all color and music. As the only survivor, the Lord Admiral escapes in the yellow submarine and journeys to Liverpool to enlist the help of the Beatles.",12.605,17-07-1968,Yellow Submarine,7.149,492
11206,en,"After a flight back home, Sam Hendrix returns with a doll he innocently acquired along the way. As it turns out, the doll is actually stuffed with heroin, and a group of criminals led by the ruthless Roat has followed Hendrix back to his place to retrieve it. When Hendrix leaves for business, the crooks make their move -- and find his blind wife, Susy, alone in the apartment. Soon, a life-threatening game begins between Susy and the thugs.",18.855,26-10-1967,Wait Until Dark,7.35,532
3513,en,"Alain Lefevre is a boxer paid by a Marseille mobster to take a dive. When he wins the fight he attempts to flee to America with the mobster's girlfriend Katrina. This plan fails and he seeks escape by joining the foreign legion. As part of the legion he tangles with abusive lieutenant Steinkampf and bonds with legionnaires Luther, Mackintosh and Rosetti.",16.605,03-12-1998,Legionnaire,5.722,542
401898,no,A college student starts to experience extreme seizures. She soon learns that the violent episodes are a symptom of inexplicable abilities.,14.609,15-09-2017,Thelma,6.8,1028
50337,en,"It's not easy being a teen like Duncan. His mom wants him to pay more attention to his homework, while his dad - a 120-foot-tall monster known as a Kaiju - wants him to become the next King of All Monsters. When these worlds collide, Duncan must use his human wits and his Kaiju powers - including super strength, agility and the ability to breathe fire - to protect his family and friends from a giant monster rampage.",18.355,24-11-2010,Firebreather,7.3,208
831405,en,"When Lois Lane is killed, an unhinged Superman decides to take control of the Earth. Determined to stop him, Batman creates a team of freedom-fighting heroes. But when superheroes go to war, can the world survive?",17.118,09-10-2021,Injustice,7.38,777
11215,en,"J.C. Wiatt is a talented and ambitious New York City career woman who is married to her job and working towards partner at her firm. She has a live-in relationship with Steven, a successful investment broker who, along with J.C., agreed children aren't part of the plan. J.C.'s life takes an unexpected turn when a distant relative dies and the will appoints her the caretaker of their baby girl, Elizabeth. The baby's sudden arrival causes Steven to leave, breaking off their relationship. Juggling power lunches and powdered formula, she is soon forced off the fast track by a conniving colleague and a bigoted boss. But she won't stay down for long. She'll prove to the world that a woman can have it all and on her own terms too!",16.603,07-10-1987,Baby Boom,6.372,366
39973,it,"A woman and her brother fly to New Guinea to look for a lost expedition, led by her husband, which has vanished in the great jungle.",11.293,12-07-1978,Slave of the Cannibal God,5.1,98
45657,en,"Kristen, a troubled young woman, is captured by the police after burning down a farmhouse and is locked in the North Bend Psychiatric Hospital. Soon, she begins to suspect that the place has a dark secret at its core and she's determined to find out what it is.",17.605,13-09-2010,The Ward,5.773,1203
292280,en,"When three college students move into an old house off campus, they unwittingly unleash a supernatural entity known as The Bye Bye Man, who comes to prey upon them once they discover his name. The friends must try to save each other, all the while keeping The Bye Bye Man's existence a secret to save others from the same deadly fate.",13.857,12-01-2017,The Bye Bye Man,5.162,1228
48289,en,"Rachel Singer is a former Mossad agent who tried to capture a notorious Nazi war criminal – the Surgeon of Birkenau – in a secret Israeli mission that ended with his death on the streets of East Berlin. Now, 30 years later, a man claiming to be the doctor has surfaced, and Rachel must return to Eastern Europe to uncover the truth. Overwhelmed by haunting memories of her younger self and her two fellow agents, the still-celebrated heroine must relive the trauma of those events and confront the debt she has incurred.",12.854,30-09-2010,The Debt,6.565,890
434203,en,"In contemporary Los Angeles, two millennials navigating a social media–driven hookup culture begin a relationship that pushes both emotional and physical boundaries.",19.62,03-11-2017,Newness,6.049,596
763025,en,An amateur fighter is lured by a trafficking syndicate specializing in elite underground fighting where her brutal captor forces her to fight or face certain death.,19.617,15-11-2021,Never Back Down: Revolt,6.4,124
244316,en,Two estranged brothers reunite at their childhood home in the Alaskan wild. They set out on a two-day hike and are stalked by an unrelenting grizzly bear.,18.106,27-02-2015,Into the Grizzly Maze,5.365,296
11393,en,An unknown middle-aged batter named Roy Hobbs with a mysterious past appears out of nowhere to take a losing 1930s baseball team to the top of the league.,15.852,11-05-1984,The Natural,6.898,593
11022,en,"When the trail goes cold on a murder investigation of a policeman, an undercover narcotics officer is lured back to the force to help solve the case.",15.853,14-01-2002,Narc,6.7,517
1385485,en,A young boy encounters a curious octopus while snorkeling on a seaside vacation. The persistent mollusk attaches itself to the boy’s head and becomes his constant companion.,13.749,12-11-2024,The Boy & the Octopus,7.225,20
